"iid","year","revenue","age","white","college","male","hh_inc"
219,2,135.55,55,0.9408867,0.3237339,0,74.196
219,3,138.9,55,0.9408867,0.3237339,0,74.196
219,4,138.53,55,0.9408867,0.3237339,0,74.196
219,5,0,55,0.9408867,0.3237339,0,74.196
219,6,0,55,0.9408867,0.3237339,0,74.196
219,7,0,55,0.9408867,0.3237339,0,74.196
219,8,0,55,0.9408867,0.3237339,0,74.196
219,9,0,55,0.9408867,0.3237339,0,74.196
227,0,159,37,0.8699473,0.6421875,0,69.469
227,1,0,37,0.8699473,0.6421875,0,69.469
227,2,0,37,0.8699473,0.6421875,0,69.469
227,3,0,37,0.8699473,0.6421875,0,69.469
227,4,0,37,0.8699473,0.6421875,0,69.469
227,5,0,37,0.8699473,0.6421875,0,69.469
227,6,0,37,0.8699473,0.6421875,0,69.469
227,7,0,37,0.8699473,0.6421875,0,69.469
227,8,0,37,0.8699473,0.6421875,0,69.469
227,9,0,37,0.8699473,0.6421875,0,69.469
229,0,812.59,46,0.9533437,0.4542334,0,39.688
229,1,913.73,46,0.9533437,0.4542334,0,39.688
229,2,772.33,46,0.9533437,0.4542334,0,39.688
229,3,615.1,46,0.9533437,0.4542334,0,39.688
229,4,0,46,0.9533437,0.4542334,0,39.688
229,5,0,46,0.9533437,0.4542334,0,39.688
229,6,0,46,0.9533437,0.4542334,0,39.688
229,7,0,46,0.9533437,0.4542334,0,39.688
229,8,0,46,0.9533437,0.4542334,0,39.688
229,9,0,46,0.9533437,0.4542334,0,39.688
244,0,233.78,40,0.8022599,0.866485,0,93.516
244,1,216.84,40,0.8022599,0.866485,0,93.516
244,2,301.42,40,0.8022599,0.866485,0,93.516
244,3,184.75,40,0.8022599,0.866485,0,93.516
244,4,197.91,40,0.8022599,0.866485,0,93.516
244,5,333.03,40,0.8022599,0.866485,0,93.516
244,6,135.68,40,0.8022599,0.866485,0,93.516
244,7,334.19,40,0.8022599,0.866485,0,93.516
244,8,0,40,0.8022599,0.866485,0,93.516
244,9,0,40,0.8022599,0.866485,0,93.516
250,0,120.93,20,0.9367232,0.5462478,0,140.625
250,1,166.45,20,0.9367232,0.5462478,0,140.625
250,2,37,20,0.9367232,0.5462478,0,140.625
250,3,107.76,20,0.9367232,0.5462478,0,140.625
250,4,117.02,20,0.9367232,0.5462478,0,140.625
250,5,97.86,20,0.9367232,0.5462478,0,140.625
250,6,49.55,20,0.9367232,0.5462478,0,140.625
250,7,100.89,20,0.9367232,0.5462478,0,140.625
250,8,164.31,20,0.9367232,0.5462478,0,140.625
250,9,93.44,20,0.9367232,0.5462478,0,140.625
275,0,271.34,21,0.9311023,0.5401869,0,111.25
275,1,183.08,21,0.9311023,0.5401869,0,111.25
275,2,0,21,0.9311023,0.5401869,0,111.25
275,3,0,21,0.9311023,0.5401869,0,111.25
275,4,0,21,0.9311023,0.5401869,0,111.25
275,5,0,21,0.9311023,0.5401869,0,111.25
275,6,0,21,0.9311023,0.5401869,0,111.25
275,7,0,21,0.9311023,0.5401869,0,111.25
275,8,0,21,0.9311023,0.5401869,0,111.25
275,9,0,21,0.9311023,0.5401869,0,111.25
276,0,256,42,0.8854912,0.6130804,0,124.479
276,1,201.75,42,0.8854912,0.6130804,0,124.479
276,2,425.46,42,0.8854912,0.6130804,0,124.479
276,3,369.72,42,0.8854912,0.6130804,0,124.479
276,4,195.52,42,0.8854912,0.6130804,0,124.479
276,5,0,42,0.8854912,0.6130804,0,124.479
276,6,0,42,0.8854912,0.6130804,0,124.479
276,7,0,42,0.8854912,0.6130804,0,124.479
276,8,0,42,0.8854912,0.6130804,0,124.479
276,9,0,42,0.8854912,0.6130804,0,124.479
279,0,64,24,0.9468439,0.2523316,0,83.372
279,1,0,24,0.9468439,0.2523316,0,83.372
279,2,0,24,0.9468439,0.2523316,0,83.372
279,3,0,24,0.9468439,0.2523316,0,83.372
279,4,0,24,0.9468439,0.2523316,0,83.372
279,5,0,24,0.9468439,0.2523316,0,83.372
279,6,0,24,0.9468439,0.2523316,0,83.372
279,7,0,24,0.9468439,0.2523316,0,83.372
279,8,0,24,0.9468439,0.2523316,0,83.372
279,9,0,24,0.9468439,0.2523316,0,83.372
300,0,517.92,34,0.8560381,0.5647059,0,25.234
300,1,618.75,34,0.8560381,0.5647059,0,25.234
300,2,0,34,0.8560381,0.5647059,0,25.234
300,3,0,34,0.8560381,0.5647059,0,25.234
300,4,0,34,0.8560381,0.5647059,0,25.234
300,5,0,34,0.8560381,0.5647059,0,25.234
300,6,0,34,0.8560381,0.5647059,0,25.234
300,7,0,34,0.8560381,0.5647059,0,25.234
300,8,0,34,0.8560381,0.5647059,0,25.234
300,9,0,34,0.8560381,0.5647059,0,25.234
303,0,1044.87,39,0.6922652,0.5997035,0,39.124
303,1,0,39,0.6922652,0.5997035,0,39.124
303,2,0,39,0.6922652,0.5997035,0,39.124
303,3,0,39,0.6922652,0.5997035,0,39.124
303,4,0,39,0.6922652,0.5997035,0,39.124
303,5,0,39,0.6922652,0.5997035,0,39.124
303,6,0,39,0.6922652,0.5997035,0,39.124
303,7,0,39,0.6922652,0.5997035,0,39.124
303,8,0,39,0.6922652,0.5997035,0,39.124
303,9,0,39,0.6922652,0.5997035,0,39.124
341,0,204.82,26,0.6313869,0.2479523,0,39.542
341,1,0,26,0.6313869,0.2479523,0,39.542
341,2,0,26,0.6313869,0.2479523,0,39.542
341,3,0,26,0.6313869,0.2479523,0,39.542
341,4,0,26,0.6313869,0.2479523,0,39.542
341,5,0,26,0.6313869,0.2479523,0,39.542
341,6,0,26,0.6313869,0.2479523,0,39.542
341,7,0,26,0.6313869,0.2479523,0,39.542
341,8,0,26,0.6313869,0.2479523,0,39.542
341,9,0,26,0.6313869,0.2479523,0,39.542
342,0,107,28,0.9161291,0.7458194,0,76.493
342,1,0,28,0.9161291,0.7458194,0,76.493
342,2,0,28,0.9161291,0.7458194,0,76.493
342,3,0,28,0.9161291,0.7458194,0,76.493
342,4,0,28,0.9161291,0.7458194,0,76.493
342,5,0,28,0.9161291,0.7458194,0,76.493
342,6,0,28,0.9161291,0.7458194,0,76.493
342,7,0,28,0.9161291,0.7458194,0,76.493
342,8,0,28,0.9161291,0.7458194,0,76.493
342,9,0,28,0.9161291,0.7458194,0,76.493
387,0,856,34,0.9427374,0.5036101,0,125.875
387,1,0,34,0.9427374,0.5036101,0,125.875
387,2,0,34,0.9427374,0.5036101,0,125.875
387,3,0,34,0.9427374,0.5036101,0,125.875
387,4,0,34,0.9427374,0.5036101,0,125.875
387,5,0,34,0.9427374,0.5036101,0,125.875
387,6,0,34,0.9427374,0.5036101,0,125.875
387,7,0,34,0.9427374,0.5036101,0,125.875
387,8,0,34,0.9427374,0.5036101,0,125.875
387,9,0,34,0.9427374,0.5036101,0,125.875
396,0,668.2,43,0.7690217,0.3753623,0,106.797
396,1,555.91,43,0.7690217,0.3753623,0,106.797
396,2,427.74,43,0.7690217,0.3753623,0,106.797
396,3,272.08,43,0.7690217,0.3753623,0,106.797
396,4,579.13,43,0.7690217,0.3753623,0,106.797
396,5,600.66,43,0.7690217,0.3753623,0,106.797
396,6,777.11,43,0.7690217,0.3753623,0,106.797
396,7,355.35,43,0.7690217,0.3753623,0,106.797
396,8,652.97,43,0.7690217,0.3753623,0,106.797
396,9,607.8,43,0.7690217,0.3753623,0,106.797
403,0,154.7,51,0.7989691,0.6963056,0,115.982
403,1,174.72,51,0.7989691,0.6963056,0,115.982
403,2,127.53,51,0.7989691,0.6963056,0,115.982
403,3,239.81,51,0.7989691,0.6963056,0,115.982
403,4,129.41,51,0.7989691,0.6963056,0,115.982
403,5,0,51,0.7989691,0.6963056,0,115.982
403,6,0,51,0.7989691,0.6963056,0,115.982
403,7,0,51,0.7989691,0.6963056,0,115.982
403,8,0,51,0.7989691,0.6963056,0,115.982
403,9,0,51,0.7989691,0.6963056,0,115.982
404,0,44.97,59,0.9529541,0.8392857,0,194
404,1,31.84,59,0.9529541,0.8392857,0,194
404,2,61.84,59,0.9529541,0.8392857,0,194
404,3,54.82,59,0.9529541,0.8392857,0,194
404,4,52.18,59,0.9529541,0.8392857,0,194
404,5,56.1,59,0.9529541,0.8392857,0,194
404,6,55.67,59,0.9529541,0.8392857,0,194
404,7,37.67,59,0.9529541,0.8392857,0,194
404,8,0,59,0.9529541,0.8392857,0,194
404,9,0,59,0.9529541,0.8392857,0,194
406,0,142.92,56,0.9622111,0.4154867,0,121.071
406,1,113.63,56,0.9622111,0.4154867,0,121.071
406,2,144.18,56,0.9622111,0.4154867,0,121.071
406,3,173.38,56,0.9622111,0.4154867,0,121.071
406,4,174.91,56,0.9622111,0.4154867,0,121.071
406,5,0,56,0.9622111,0.4154867,0,121.071
406,6,0,56,0.9622111,0.4154867,0,121.071
406,7,0,56,0.9622111,0.4154867,0,121.071
406,8,0,56,0.9622111,0.4154867,0,121.071
406,9,0,56,0.9622111,0.4154867,0,121.071
421,0,411.17,42,0.8664938,0.3793103,0,59.655
421,1,0,42,0.8664938,0.3793103,0,59.655
421,2,0,42,0.8664938,0.3793103,0,59.655
421,3,0,42,0.8664938,0.3793103,0,59.655
421,4,0,42,0.8664938,0.3793103,0,59.655
421,5,0,42,0.8664938,0.3793103,0,59.655
421,6,0,42,0.8664938,0.3793103,0,59.655
421,7,0,42,0.8664938,0.3793103,0,59.655
421,8,0,42,0.8664938,0.3793103,0,59.655
421,9,0,42,0.8664938,0.3793103,0,59.655
436,0,178.95,38,0.7280084,0.4116685,0,101.797
436,1,298.41,38,0.7280084,0.4116685,0,101.797
436,2,170.65,38,0.7280084,0.4116685,0,101.797
436,3,197.38,38,0.7280084,0.4116685,0,101.797
436,4,284.51,38,0.7280084,0.4116685,0,101.797
436,5,182.88,38,0.7280084,0.4116685,0,101.797
436,6,228.54,38,0.7280084,0.4116685,0,101.797
436,7,83.45,38,0.7280084,0.4116685,0,101.797
436,8,128.76,38,0.7280084,0.4116685,0,101.797
436,9,247.65,38,0.7280084,0.4116685,0,101.797
443,0,54.93,29,0.7950071,0.6655454,0,72.604
443,1,0,29,0.7950071,0.6655454,0,72.604
443,2,0,29,0.7950071,0.6655454,0,72.604
443,3,0,29,0.7950071,0.6655454,0,72.604
443,4,0,29,0.7950071,0.6655454,0,72.604
443,5,0,29,0.7950071,0.6655454,0,72.604
443,6,0,29,0.7950071,0.6655454,0,72.604
443,7,0,29,0.7950071,0.6655454,0,72.604
443,8,0,29,0.7950071,0.6655454,0,72.604
443,9,0,29,0.7950071,0.6655454,0,72.604
452,0,307,34,0.9464735,0.3421728,0,37.798
452,1,0,34,0.9464735,0.3421728,0,37.798
452,2,0,34,0.9464735,0.3421728,0,37.798
452,3,0,34,0.9464735,0.3421728,0,37.798
452,4,0,34,0.9464735,0.3421728,0,37.798
452,5,0,34,0.9464735,0.3421728,0,37.798
452,6,0,34,0.9464735,0.3421728,0,37.798
452,7,0,34,0.9464735,0.3421728,0,37.798
452,8,0,34,0.9464735,0.3421728,0,37.798
452,9,0,34,0.9464735,0.3421728,0,37.798
461,0,299.35,37,0.9106042,0.257099,0,36.542
461,1,141.2,37,0.9106042,0.257099,0,36.542
461,2,150.82,37,0.9106042,0.257099,0,36.542
461,3,340.33,37,0.9106042,0.257099,0,36.542
461,4,195.65,37,0.9106042,0.257099,0,36.542
461,5,0,37,0.9106042,0.257099,0,36.542
461,6,0,37,0.9106042,0.257099,0,36.542
461,7,0,37,0.9106042,0.257099,0,36.542
461,8,0,37,0.9106042,0.257099,0,36.542
461,9,0,37,0.9106042,0.257099,0,36.542
475,0,153.9,42,0.90935,0.5578656,0,74.891
475,1,192.62,42,0.90935,0.5578656,0,74.891
475,2,107.28,42,0.90935,0.5578656,0,74.891
475,3,97.49,42,0.90935,0.5578656,0,74.891
475,4,158.38,42,0.90935,0.5578656,0,74.891
475,5,193.49,42,0.90935,0.5578656,0,74.891
475,6,157.22,42,0.90935,0.5578656,0,74.891
475,7,123.23,42,0.90935,0.5578656,0,74.891
475,8,215.67,42,0.90935,0.5578656,0,74.891
475,9,198.9,42,0.90935,0.5578656,0,74.891
478,0,74.85,22,0.3068089,0.2982216,0,55.743
478,1,94.72,22,0.3068089,0.2982216,0,55.743
478,2,80.91,22,0.3068089,0.2982216,0,55.743
478,3,0,22,0.3068089,0.2982216,0,55.743
478,4,0,22,0.3068089,0.2982216,0,55.743
478,5,0,22,0.3068089,0.2982216,0,55.743
478,6,0,22,0.3068089,0.2982216,0,55.743
478,7,0,22,0.3068089,0.2982216,0,55.743
478,8,0,22,0.3068089,0.2982216,0,55.743
478,9,0,22,0.3068089,0.2982216,0,55.743
490,0,290.95,47,0.9598506,0.4358354,0,83.75
490,1,0,47,0.9598506,0.4358354,0,83.75
490,2,0,47,0.9598506,0.4358354,0,83.75
490,3,0,47,0.9598506,0.4358354,0,83.75
490,4,0,47,0.9598506,0.4358354,0,83.75
490,5,0,47,0.9598506,0.4358354,0,83.75
490,6,0,47,0.9598506,0.4358354,0,83.75
490,7,0,47,0.9598506,0.4358354,0,83.75
490,8,0,47,0.9598506,0.4358354,0,83.75
490,9,0,47,0.9598506,0.4358354,0,83.75
501,0,93,56,0.9465829,0.7351351,0,174.013
501,1,98.98,56,0.9465829,0.7351351,0,174.013
501,2,75.74,56,0.9465829,0.7351351,0,174.013
501,3,118.64,56,0.9465829,0.7351351,0,174.013
501,4,101.44,56,0.9465829,0.7351351,0,174.013
501,5,100.29,56,0.9465829,0.7351351,0,174.013
501,6,83.94,56,0.9465829,0.7351351,0,174.013
501,7,0,56,0.9465829,0.7351351,0,174.013
501,8,0,56,0.9465829,0.7351351,0,174.013
501,9,0,56,0.9465829,0.7351351,0,174.013
521,0,1894.98,58,0.9700487,0.3109162,0,64.762
521,1,2626.24,58,0.9700487,0.3109162,0,64.762
521,2,1522.39,58,0.9700487,0.3109162,0,64.762
521,3,0,58,0.9700487,0.3109162,0,64.762
521,4,0,58,0.9700487,0.3109162,0,64.762
521,5,0,58,0.9700487,0.3109162,0,64.762
521,6,0,58,0.9700487,0.3109162,0,64.762
521,7,0,58,0.9700487,0.3109162,0,64.762
521,8,0,58,0.9700487,0.3109162,0,64.762
521,9,0,58,0.9700487,0.3109162,0,64.762
531,0,78,19,0.7730239,0.549121,0,73.068
531,1,57.63,19,0.7730239,0.549121,0,73.068
531,2,93.03,19,0.7730239,0.549121,0,73.068
531,3,0,19,0.7730239,0.549121,0,73.068
531,4,0,19,0.7730239,0.549121,0,73.068
531,5,0,19,0.7730239,0.549121,0,73.068
531,6,0,19,0.7730239,0.549121,0,73.068
531,7,0,19,0.7730239,0.549121,0,73.068
531,8,0,19,0.7730239,0.549121,0,73.068
531,9,0,19,0.7730239,0.549121,0,73.068
556,0,95.37,25,0.9663191,0.4200398,0,94.286
556,1,103.6,25,0.9663191,0.4200398,0,94.286
556,2,105.89,25,0.9663191,0.4200398,0,94.286
556,3,95.77,25,0.9663191,0.4200398,0,94.286
556,4,94.01,25,0.9663191,0.4200398,0,94.286
556,5,50.36,25,0.9663191,0.4200398,0,94.286
556,6,46.17,25,0.9663191,0.4200398,0,94.286
556,7,0,25,0.9663191,0.4200398,0,94.286
556,8,0,25,0.9663191,0.4200398,0,94.286
556,9,0,25,0.9663191,0.4200398,0,94.286
577,0,19,57,0.9593853,0.3020833,0,54.773
577,1,29.71,57,0.9593853,0.3020833,0,54.773
577,2,14.86,57,0.9593853,0.3020833,0,54.773
577,3,26.5,57,0.9593853,0.3020833,0,54.773
577,4,0,57,0.9593853,0.3020833,0,54.773
577,5,0,57,0.9593853,0.3020833,0,54.773
577,6,0,57,0.9593853,0.3020833,0,54.773
577,7,0,57,0.9593853,0.3020833,0,54.773
577,8,0,57,0.9593853,0.3020833,0,54.773
577,9,0,57,0.9593853,0.3020833,0,54.773
583,0,73,44,0.6706383,0.3411765,0,57.955
583,1,97.26,44,0.6706383,0.3411765,0,57.955
583,2,74.44,44,0.6706383,0.3411765,0,57.955
583,3,0,44,0.6706383,0.3411765,0,57.955
583,4,0,44,0.6706383,0.3411765,0,57.955
583,5,0,44,0.6706383,0.3411765,0,57.955
583,6,0,44,0.6706383,0.3411765,0,57.955
583,7,0,44,0.6706383,0.3411765,0,57.955
583,8,0,44,0.6706383,0.3411765,0,57.955
583,9,0,44,0.6706383,0.3411765,0,57.955
596,0,78,34,0.9613075,0.790469,0,117.396
596,1,53.46,34,0.9613075,0.790469,0,117.396
596,2,82.93,34,0.9613075,0.790469,0,117.396
596,3,0,34,0.9613075,0.790469,0,117.396
596,4,0,34,0.9613075,0.790469,0,117.396
596,5,0,34,0.9613075,0.790469,0,117.396
596,6,0,34,0.9613075,0.790469,0,117.396
596,7,0,34,0.9613075,0.790469,0,117.396
596,8,0,34,0.9613075,0.790469,0,117.396
596,9,0,34,0.9613075,0.790469,0,117.396
603,0,382,40,0.34375,0.2738007,0,53.396
603,1,357.64,40,0.34375,0.2738007,0,53.396
603,2,391.3,40,0.34375,0.2738007,0,53.396
603,3,240.85,40,0.34375,0.2738007,0,53.396
603,4,428.19,40,0.34375,0.2738007,0,53.396
603,5,289.94,40,0.34375,0.2738007,0,53.396
603,6,439.91,40,0.34375,0.2738007,0,53.396
603,7,373.27,40,0.34375,0.2738007,0,53.396
603,8,436.93,40,0.34375,0.2738007,0,53.396
603,9,0,40,0.34375,0.2738007,0,53.396
610,0,84,47,0.9754369,0.0722812,0,38.51
610,1,0,47,0.9754369,0.0722812,0,38.51
610,2,0,47,0.9754369,0.0722812,0,38.51
610,3,0,47,0.9754369,0.0722812,0,38.51
610,4,0,47,0.9754369,0.0722812,0,38.51
610,5,0,47,0.9754369,0.0722812,0,38.51
610,6,0,47,0.9754369,0.0722812,0,38.51
610,7,0,47,0.9754369,0.0722812,0,38.51
