"","productId","price","brand","name","desc","category","mens","avg_rating","avg_size","avg_backpacking","avg_dayhiking","avg_trail_running","avg_running","cushion","weight","sales"
"26",114409,111.93,"Oboz","Oboz Women's Sapphire Mid Waterproof Hiking Boots","Tackle any trail in the weather-protective comfort of Oboz Sapphire Mid waterproof hiking boots. They were designed, developed and tested with a woman's fit and needs in mind.","hiking",0,3.89473684210526,8.32352941176471,0.245614035087719,0.842105263157895,0,0,"High",3.59122508615543,10.4325547571444
"27",119094,229.95,"Danner","Danner Women's Mountain 600 Full-Grain Leather Hiking Boots","Delivering support, waterproof protection and Vibram Megagrip traction, the women's Danner Mountain 600 full-grain leather hiking boots blend lightweight comfort with technical hiking function.","hiking",0,4.38461538461539,7.75,0.384615384615385,0.461538461538462,0,0,"High",4.67510743145573,9.68561332626449
"28",119326,164.95,"KEEN","KEEN Men's Targhee EXP Waterproof Mid Hiking Boots","Tougher than other Targhee boots—with the same great fit you love—the men's KEEN Targhee EXP Waterproof Mid hiking boots have waterproof performance mesh uppers for lightweight breathability.","hiking",0,3.46666666666667,10.1666666666667,0,0.133333333333333,0,0,"Medium",3.02700923110569,9.40650368865338
"29",119327,154.95,"KEEN","KEEN Men's Targhee EXP Waterproof Hiking Shoes","KEEN Targhee EXP Waterproof hiking shoes have out-of-the-box comfort and the great fit of the original Targhee in a streamlined design. All-terrain outsoles keep you hiking confidently on trails.","hiking",0,2.71428571428571,10.3333333333333,0,0.142857142857143,0,0,"Low",2.51323044932943,9.03032323121083
"30",119903,165,"KEEN","KEEN Women's Targhee III Waterproof Mid Hiking Boots","Trail-tested for over 15 years, the women's KEEN Targhee III Waterproof Mid hiking boots have a light, casual feel for everyday wear, plus rugged, waterproof protection for full days on the trail.","hiking",0,3.54166666666667,8.38372093023256,0.354166666666667,0.875,0,0,"High",4.02487108247603,9.92724094741027
"31",119904,155,"KEEN","KEEN Women's Targhee III Waterproof Hiking Shoes","The fit, durability and performance of the KEEN Targhee hiking boots have earned loyal followers around the world. The Targhee III Waterproof women's hiking shoes are lean, tough and ready for mud.","hiking",0,3.68571428571429,8.359375,0.2,0.685714285714286,0,0,"High",3.75000820178173,10.1441188634622
"32",119905,165,"KEEN","KEEN Men's Targhee III Waterproof Mid Hiking Boots","Trail-tested for over 15 years, the men's KEEN Targhee III Waterproof Mid hiking boots have a light, casual feel for everyday wear, plus rugged, waterproof protection for full days on the trail.","hiking",0,3.1578947368421,10.7638888888889,0.368421052631579,0.81578947368421,0,0,"High",3.73657999758765,9.48935735002132
"33",119906,155,"KEEN","KEEN Men's Targhee III Waterproof Hiking Shoes","Lean, tough and ready for the grit, the men's KEEN Targhee III Waterproof hiking shoes still offer the Targhee fit, durability and performance that have earned a loyal following around the world.","hiking",0,3.88888888888889,11.1617647058824,0.166666666666667,0.805555555555556,0,0,"High",4.01668803020656,9.75797069216708
"34",119921,415,"Lowa","Lowa Women's Tibet GTX Hiking Boots","A cult favorite among backpacker, hunters and hard-core hikers, the super stable Lowa Tibet GTX boots for women are perfect for supporting you over long distances when you have a heavy pack.","hiking",0,4.57142857142857,7,0.285714285714286,0.285714285714286,0,0,"High",6.59595688035811,9.51595432098691
"35",119923,420,"Lowa","Lowa Men's Baffin Pro LL II Hiking Boots","A favorite among wildland firefighters, Lowa Baffin Pro LL II boots have tall supportive shafts for backpacking or working in hot, dry summers. Leather linings wick moisture and make them fit well.","hiking",0,3.8,10.9,0.5,0.3,0,0,"High",6.24350112903719,8.70430467405799
"36",120385,129.95,"Merrell","Merrell Men's Moab Adventure Lace Waterproof Shoes","Your feet deserve comfort and traction, even on laid-back outdoor excursions. Merrell Moab Adventure Lace waterproof shoes deliver both, along with moisture protection and a great fit from the start.","general shoes",0,3.8936170212766,11.25,0,0,0,0,"Low",2.70434451582053,9.67014430002817
"37",120386,119.95,"Merrell","Merrell Men's Moab Adventure Lace Shoes","Enjoy all-day comfort and an out-of-the-box fit with Merrell Moab Adventure Lace shoes. Casual adventures are better with rugged outdoor style and the tried-and-true traction of Vibram outsoles.","general shoes",0,4.31884057971014,10.1,0,0,0,0,"Low",2.82874810601159,10.6176095051778
"38",120387,109.95,"Merrell","Merrell Men's Moab Adventure Moc Shoes","Enjoy all-day comfort and an out-of-the-box fit with the Merrell Moab Adventure Mocs. They offer casual outdoor style and traction you can trust.","general shoes",0,3.90566037735849,10.6666666666667,0,0,0,0,"Low",2.49005432487619,10.0805323933486
"39",120589,220,"Oboz","Oboz Women's Bridger 9"""""""""""""""" Insulated Waterproof Boots","A slam dunk for winter hikes, the Oboz Bridger 9"""""""""""""""" Insulated Waterproof women's winter boots offer waterproof protection, 400 g insulation and cold-optimized tread.","hiking",0,4.67307692307692,8.53191489361702,0,0,0,0,"High",4.12967709808122,10.1426708375039
"40",120590,220,"Oboz","Oboz Men's Bridger 10"""""""""""""""" Insulated Waterproof Boots","Get out and enjoy the snow with the Oboz Bridger 10"""""""""""""""" Insulated Waterproof men's boots. With waterproof protection, 400 g insulation and cold-optimized tread, they're a slam dunk for winter hikes.","hiking",0,4.60377358490566,10.8695652173913,0,0,0,0,"High",4.09139698146867,10.0338923755091
"41",120980,158,"Birkenstock","Birkenstock Women's Boston Soft Footbed Clogs","These are the classic slip-on clogs you love with extra cushioning. The women's Birkenstock Boston Soft Footbed clogs still conform to your foot shape but have a layer of foam for more comfort.","general shoes",0,4.54545454545455,8.11111111111111,0,0,0,0,"Medium",3.37426263351464,10.5652476116703
"42",121071,170,"Birkenstock","Birkenstock Women's Boston Shearling Clogs","Boston Shearling clogs are classic clogs from Birkenstock with contoured cork footbeds that support all the arches in your feet and conform to them for a personalized fit.","general shoes",0,3.25,9.25,0,0,0,0,"Low",2.79127595285282,9.09882783972143
"43",121072,158,"Birkenstock","Birkenstock Men's Boston Soft Footbed Clogs","Get the classic Birk clog look with extra cushioning. The men's Birkenstock Boston Soft Footbed clogs still conform to your foot shape like you'd expect but have a layer of foam for more comfort.","general shoes",0,4.28571428571429,11.2916666666667,0,0,0,0,"Medium",3.2307935352836,9.73645350706501
"44",123990,390,"Zamberlan","Zamberlan Women's Vioz Lux GTX RR Hiking Boots","Handcrafted in Italy, the exceptionally comfortable yet extra rugged Zamberlan Vioz Lux GTX RR waterproof breathable backpacking boots are made for 4-season backcountry use with or without a pack.","hiking",0,4.76,8.23333333333333,0.32,0.6,0,0,"High",6.82899851891806,9.95949097364639
"45",125734,99.93,"KEEN","KEEN Women's Presidio II Shoes","These leather lace-up KEEN Presidio II shoes for women walk the talk. They have structured cushioning that feels good from the first step, and moisture-wicking linings keep the feel breezy.","general shoes",0,4.20689655172414,8.625,0,0,0,0,"Low",2.54575179364663,10.273857182114
"46",126952,164.95,"KEEN","KEEN Women's Targhee Vent Mid Hiking Boots","Your feel will stay comfortable and dry on misty spring hikes, sweltering summer climbs and crisp fall outings in KEEN Targhee Vent Mid women's hiking boots. Breathable mesh panels boost cool comfort.","hiking",0,4.53333333333333,7.92307692307692,0.166666666666667,0.433333333333333,0,0,"High",4.00283821424047,10.9369426522613
"47",126953,145,"KEEN","KEEN Women's Targhee Vent Hiking Shoes","With grippy rubber outsoles and a heel-capture system that boosts stability with every step, the women's KEEN Targhee Vent hiking shoes let you tackle your trail adventures with a sense of prowess.","hiking",0,4.09090909090909,8.54838709677419,0.151515151515152,0.727272727272727,0,0,"High",3.91691058605718,10.4430925137387
"48",126955,145,"KEEN","KEEN Men's Targhee Vent Hiking Shoes","Tackle the trail with confidence in the men's KEEN Targhee Vent hiking shoes. They boost traction with grippy rubber outsoles and have a heel-capture system that promotes stability with every step.","hiking",0,4.36585365853659,11,0.219512195121951,0.731707317073171,0,0,"High",4.07449331102477,11.1349353546876
"49",127461,85,"Salomon","Salomon Speedcross CSWP J Trail-Running Shoes","Kids love the local trails but always return home with wet feet? The kids' Salomon Speedcross CSWP J trail-running shoes feature ClimaSalomon waterproof booties to keep tiny toes comfy and dry.","general shoes",0,5,4,0,0,0,0,"Low",2.81889375426229,11.1767160630827
"50",127765,155,"KEEN","KEEN Men's Targhee Vent Mid Hiking Boots","With breathable mesh panels to boost cool comfort, the men's KEEN Targhee Vent Mid hiking boots help you stay comfy and dry on misty spring hikes, sweltering summer climbs and crisp fall outings.","hiking",0,3.72549019607843,10.5,0.196078431372549,0.313725490196078,0,0,"High",3.29254807386009,9.46029583104695
"51",128118,325,"Asolo","Asolo Men's Drifter Evo GV Hiking Boots","With Gore-Tex waterproof breathable protection and Vibram Megagrip outsole traction, the lightweight Asolo Drifter Evo GV hiking boots are made for day hikes and weekend backpacking.","hiking",0,3.97435897435897,11.2368421052632,0.333333333333333,0.435897435897436,0,0,"High",5.46548169787796,9.039792219576
"52",128120,120,"Timberland","Timberland Women's Mt. Maddsen Mid Waterproof Hiking Boots","With rugged, eco-conscious waterproof leather uppers that keep feet warm and dry, the women's Timberland Mt. Maddsen Mid Waterproof hiking boots let you reach the summit—even in shoulder season.","hiking",0,4.26595744680851,8.23684210526316,0.0425531914893617,0.191489361702128,0,0,"Medium",3.04688751908945,10.8625534833597
"53",128769,350,"Zamberlan","Zamberlan Women's Vioz GTX Hiking Boots","Built for comfort and performance over long backpacking miles, the Zamberlan Vioz GTX hiking boots offer a straightforward, clean and effective design for durability and protection in the backcountry.","hiking",0,4.63636363636364,8.875,0.363636363636364,0.454545454545455,0,0,"High",6.13135611725326,9.9747995530276
"54",130264,289.95,"AKU","AKU Men's Alterra GTX Hiking Boots","Lauded by Backpacker mag for needing minimal break-in time, the AKU Alterra GTX men's hiking boots are agile yet rugged, designed for enhanced comfort and stride performance over mixed terrain.","hiking",0,4.48484848484848,10.75,0.242424242424242,0.212121212121212,0,0,"High",5.07184240617086,9.53762935446787
"55",133232,289.95,"AKU","AKU Women's Alterra GTX Hiking Boots","Acclaimed by Backpacker mag for needing minimal break-in time, the AKU Alterra GTX women's hiking boots are tough but agile, designed for stride performance and enhanced comfort over mixed terrain.","hiking",0,4.4,8.625,0.3,0.4,0,0,"High",5.26711978987422,10.2581407672839
"56",133769,75,"KEEN","KEEN Targhee Mid Waterproof Hiking Boots","Encourage their adventurous spirit with the kids' KEEN Targhee Mid Waterproof hiking boots. These rugged boots are waterproof and breathable, so not even Mother Nature can get in their way.","hiking",0,3.30434782608696,5.84615384615385,0,0,0,0,"Low",1.77181884865089,9.20573418718
"57",134102,179.95,"KEEN","KEEN Men's Targhee High Lace Waterproof Boots","Winter is no match for KEEN Targhee High Lace men's boots. They have the fit, durability and performance of Targhee hiking boots along with insulation, cold-weather traction and a taller profile.","hiking",0,4.5,10.6136363636364,0,0,0,0,"Medium",3.5916398376994,11.1237115366624
"58",137544,139.95,"Salomon","Salomon Women's Shelter CS WP Boots","With a great fit and waterproof protection, the women's Salomon Shelter CS WP boots pull double-duty as winter city boots that can also be taken off-road and onto the hiking trails.","hiking",0,4.75,7.66666666666667,0,0,0,0,"Medium",3.28784402219518,10.5489097454386
"59",137979,189.93,"Danner","Danner Women's Weatherized Mountain 600 Hiking Boots","With insulation, waterproofing and superb Vibram Megagrip traction, the women's Danner Weatherized Mountain 600 hiking boots boast all-weather toughness to help you take on cold, wet trails.","hiking",0,3,8.5,0,0,0,0,"Medium",2.87335605864178,8.81942173177454
"60",138035,130,"Columbia","Columbia Men's Fairbanks Omni-Heat Snow Boots","When your winter adventures include snow, slush, mud or rain, Columbia Fairbanks Omni-Heat men's snow boots keep your feet dry and warm with waterproof uppers and thermal-reflective linings.","hiking",0,4.06382978723404,10.3333333333333,0,0,0,0,"Low",2.79891491920012,9.88478821182543
"61",138330,129.95,"Merrell","Merrell Women's Thermo Chill Mid Waterproof Boots","Tackle trails in the cold and snow in the women's Merrell Thermo Chill Mid Waterproof Winter hiking boots. Low-bulk insulation and waterproof uppers keep you warm and dry for miles of adventure.","hiking",0,4.48387096774194,8.265625,0,0,0,0,"Medium",3.0303748413133,10.0203702201155
"62",138577,129.95,"Merrell","Merrell Men's Thermo Chill Mid Waterproof Boots","Tackle trails in the cold and snow. The men's Merrell Thermo Chill Mid Waterproof boots are winter overachievers with waterproof membranes and low-bulk insulation.","hiking",0,4.74,11.1346153846154,0,0,0,0,"Medium",3.17184925627538,10.6638863745679
"63",143308,200,"KEEN","KEEN Men's Durand II Mid Waterproof Hiking Boots","The American-built KEEN Durand II Mid Waterproof men's hiking boots use waterproof membranes, arch support and breathable linings to keep you comfortable from the first step to the millionth.","hiking",0,3.6046511627907,10.6463414634146,0.465116279069767,0.744186046511628,0,0,"High",4.2777131248372,9.07814021542343
"64",144606,100,"OluKai","OluKai Women's Pehuea Li Shoes","Ideal for errands, long walks and all-day wear, the OluKai women's Pehuea Li shoes keep your feet happy with breathable, blissfully comfortable construction.","general shoes",0,4.875,8,0,0,0,0,"Low",2.91555605919546,11.4200911023155
"65",145449,129.95,"Danner","Danner Men's Jag Low Shoes","Ideal for urban and low-intensity trails, the men's Danner Jag Low shoes keep feet cool and moving with breathable mesh liners and shock-absorbing midsoles.","hiking",0,5,10.75,0,0,0,0,"Medium",3.31546182360465,10.9244517731472
"66",145759,165,"La_Sportiva","La Sportiva Women's Wildcat 2.0 GTX Trail-Running Shoes","Highly stable, neutral trail runners that provide excellent cushioning and a secure fit, the women's La Sportiva Wildcat 2.0 GTX trail-running shoes also keep your feet dry with waterproof protection.","general shoes",0,4.125,9.16666666666667,0,0,0.25,0.25,"Medium",3.70266339936549,10.9470555130611
"67",145760,155,"La_Sportiva","La Sportiva Women's Bushido II Trail-Running Shoes","With responsiveness, stability and comfort—along with durable protection and superb traction on technical terrain—the La Sportiva Bushido II women's trail-running shoes deliver a neutral, stable ride.","general shoes",0,4.52083333333333,7.83333333333333,0,0,0.729166666666667,0.479166666666667,"High",4.2538686858296,10.9341602437636
"68",145902,130,"Salomon","Salomon Women's Speedcross 5 Trail-Running Shoes","Conquer the trail. The women's Salomon Speedcross 5 trail-running shoes take rugged off-road performance to a new level with terrific grip, stability and completely welded, dynamic uppers.","running shoes",0,4.61290322580645,8.88333333333333,0,0,0.838709677419355,0.645161290322581,"High",4.349454490439,10.8213511657418
"69",145906,130,"Salomon","Salomon Men's Speedcross 5 Trail-Running Shoes","Even more grip. Even more stability. Even more dynamic uppers. The Salomon Speedcross 5 trail-running shoes for men take rugged off-road performance to another level.","general shoes",0,4.25,10.6022727272727,0,0,0.895833333333333,0.6875,"High",4.2308538513217,11.0086293749445
"70",145992,155,"La_Sportiva","La Sportiva Men's Bushido II Trail-Running Shoes","Want a perfect combo of responsiveness, stability and comfort—merged with durable protection and superb traction? The men's La Sportiva Bushido II trail-running shoes excel on technical terrain.","general shoes",0,4.35087719298246,10.5795454545455,0,0,0.701754385964912,0.508771929824561,"High",4.21722664667887,10.0993688799499
"71",145993,155,"La_Sportiva","La Sportiva Men's Kaptiva Trail-Running Shoes","The men's La Sportiva Kaptiva trail-running shoes help you unleash the speed on long days in the mountains training or racing, while balancing protection, cushion, stability and traction.","running shoes",1,4.25,10.45,0,0,0.225,0.15,"Medium",3.46791208738495,10.0495523934792
"72",146370,170,"Asolo","Asolo Women's Space GV Hiking Shoes","Delivering style, comfort and protection with excellent grip, the versatile women's Space GV hiking shoes are ideal for adventures on the trail or around town.","hiking",0,3.7,8.3,0.1,0.4,0,0,"High",3.55536845851496,9.52495604244489
"73",146371,170,"Asolo","Asolo Men's Space GV Hiking Shoes","Hit the town or trail with your feet in dry comfort when you lace up the men's Asolo Space GV hiking shoes. They deliver style, comfort and protection with excellent grip.","hiking",0,4.63636363636364,11,0.0909090909090909,0.636363636363636,0,0,"High",4.37720727621509,10.8994408210442
"74",146820,285,"Lowa","Lowa Men's Baldo GTX Hiking Boots","Lowa Baldo GTX hiking boots keep your feet supported and protected while trekking over moderate terrain, thanks to tongue-centering tech, customizable lacing and GORE-TEX waterproof protection.","hiking",0,5,9.5,0.5,0.5,0,0,"High",5.67273323324137,10.7987257899028
"75",147508,239.95,"AKU","AKU Men's Tribute II LTR Hiking Boots","Full-grain leather, classic European craftsmanship and supportive shanks combine to make the men's AKU Tribute II LTR premium leather hiking boots an excellent choice for blazing trails.","hiking",0,4.5,10.75,0,0,0,0,"High",4.2544670715268,9.7212628085034
"76",148598,130,"Astral","Astral Men's TR1 Mesh Shoes","Turbo-ventilated, lightweight, fast-drying and with sticky G Rubber outsoles, Astral TR1 Mesh men's shoes help you move quickly and confidently through desert canyons and tropical trails.","hiking",0,4.26829268292683,10.7166666666667,0,0,0,0,"Low",2.91185123217711,10.0356025002866
"77",149139,170,"On","On Women's Cloudventure Waterproof Trail-Running Shoes","You can laugh (or, at the least, your feet can) in the face of drenching downpours and foot-dousing puddles while out on the trail in the women's On Cloudventure waterproof trail-running shoes.","running shoes",0,4.11111111111111,8.83333333333333,0,0,0.555555555555556,0.333333333333333,"High",3.91133123223708,10.5818250087965
"78",154289,170,"KEEN","KEEN Women's Pyrenees Waterproof Hiking Boots","Blending a classic all-leather construction with modern waterproof/breathable tech, the women's KEEN Pyrenees waterproof hiking boots help keep feet dry and comfortable over long days and rough miles.","hiking",0,3.88888888888889,8.78571428571429,0.666666666666667,0.777777777777778,0,0,"High",4.14659398498446,9.62352727774991
"79",154290,170,"KEEN","KEEN Men's Pyrenees Waterproof Hiking Boots","Classic trails call for classic boots. Blending traditional leather construction with modern waterproof/breathable technology, the men's KEEN Pyrenees waterproof hiking boots keep you comfortably dry.","hiking",0,3.8125,10.4,0.375,0.625,0,0,"High",3.90749542648577,10.2559187498818
"80",154758,169.95,"Danner","Danner Women's Trail 2650 Hiking Shoes","Inspired by the demanding terrain along the 2,650-mile Pacific Crest Trail, the women's Danner Trail 2650 hiking shoes keep you pushing forward with tough, breathable construction and grippy traction.","hiking",0,4.17647058823529,8.4375,0.176470588235294,0.823529411764706,0,0,"High",4.36385522612904,10.7103295522347
"81",154759,169.95,"Danner","Danner Men's Trail 2650 Hiking Shoes","Inspired by the demanding terrain along the 2,650-mile Pacific Crest Trail, the men's Danner Trail 2650 hiking shoes keep you pushing forward with tough, breathable construction and grippy traction.","hiking",0,3.77272727272727,10.7380952380952,0.181818181818182,0.909090909090909,0,0,"High",4.25111945923475,10.6506724420644
"82",154957,128.93,"Asolo","Asolo Men's Landscape GV Hiking Boots","Super breathable and lightweight, the men's Asolo Landscape GV boots are ideal for day hikes and overnight trips. So go ahead and hit the trail with comfortable, dry feet and excellent grip.","hiking",0,4.5,12.125,0.5,0.75,0,0,"High",3.99463879586646,10.8737933374502
"83",155562,149.95,"Danner","Danner Women's Inquire Chukka Hiking Boots","For days that begin with walking the dog in town and end with a sunset hike, the women's Danner Inquire Chukka hiking boots are built to handle it all while remaining light and supportive underfoot.","hiking",0,4.54285714285714,7.83333333333333,0.285714285714286,0.742857142857143,0,0,"High",4.24131573752229,11.1103422748807
"84",155563,189.95,"Danner","Danner Women's Trail 2650 GTX Hiking Shoes","When you're on the trail for a casual day hike or looking to get some serious mileage, the women's Danner Trail 2650 GTX hiking shoes help you move quickly and confidently over wet and dry terrain.","hiking",0,4,9.125,0,0.5,0,0,"High",4.07034839546364,10.1453064746012
"85",155564,189.95,"Danner","Danner Men's Trail 2650 GTX Hiking Shoes","Move quickly and confidently across both wet and dry terrain with the men's Danner Trail 2650 GTX hiking shoes. They're ideal for casual day hikes or when you're looking to get some serious mileage.","hiking",0,3.54545454545455,11,0.0909090909090909,0.545454545454545,0,0,"High",3.87786068867032,9.38090531188731
