"","listing_id","id_revs","date","reviewer_id","reviewer_name","comments"
"13",774762365392262528,937802395709694592,"2023-07-17",75006383,"Jake","Such a cute gem!"
"14",39996711,875425823051544960,"2023-04-22",404767040,"Surya","Great place to stay -- easy to get in/out. The room was clean and comfortable."
"15",50488642,1013132290363140864,"2023-10-29",412880042,"Skylar","Great stay, highly recommend"
"16",43894729,883460680587763200,"2023-05-03",89781166,"Erin","Great little spot. Street parking was easily available. Very walkable but felt like a quiet little oasis. The host was wonderful. We would definitely stay here again."
"17",314368,935672401208453120,"2023-07-14",2870761,"Cynthia","Fantastic place to stay. The house looks even better than the pictures, and there's a great view of the Golden Gate Bridge from the kitchen. Jason was also very responsive and helpful. <br/>It's in a great location too, though heads up that it's up a bit of a hill if you're walking (thus the great views)."
"18",17288451,926186962733880064,"2023-07-01",27944982,"Will","Roberto was a responsive host and the apartment was absolutely perfect for us. Beautiful views, near to everything, well appointed. Would be glad to stay there again."
"19",726017158954082560,888487579980804096,"2023-05-10",456424984,"Amy","Steve and Sun were terrifically friendly and thoughtful...and very fun to talk to.  They've put a lot of thought into the suite, and have kitted it out with everything a traveler could need (and might not have).  I loved their (very thorough) restaurant recommendations and only regret not having the chance to try them!  Next time I'm in SF I hope to stay w/ these guys again."
"20",38359440,879126363026830080,"2023-04-27",5190898,"Haggai","A convenient and affordable place with easy access to the San Francisco city center. The place is fully renovated and looks brand new just like in the photos. If you are sensitive to road noise, suggest you bring earplugs as it is in the city close to the 101 freeway. It did not bother us and we found the place answered our needs. Vincent was very helpful and communicative."
"21",35642179,962452216825903616,"2023-08-20",63670734,"Mattea","Exactly as listed, great location. Easy to check in and out. We walked everywhere. Used earplugs at night for outdoor noise, which was expected, and didn't have issues with other rooms being noisy. Held our luggage on our last day since we had a late night flight, which was very nice so we could do another day of sightseeing :)"
"22",8974563,903045305715139840,"2023-05-30",5027305,"Michaela","Stayed only for one night at Craig‘s place. He’s a great host, super easy to communicate with and flexible when my travel plans changed last minute. The room and shared bathroom  were very clean and comfortable - felt right at home. Hope to be back soon, can only recommend when coming to SF!"
"23",45624070,1035007117053380864,"2023-11-28",17471892,"Kat","Craig was a very thoughtful and and communicative host. Maybe one of the most thoughtful hosts I've ever encountered, because he lives there, designs and builds things himself. The house really feels like a bed and breakfast without the breakfast part."
"24",1421774,932031213056159232,"2023-07-09",523373080,"Thomas","A lovely quiet place in a nice neighborhood. If you’re a geologist be sure to check out the slickensides on the outcrop just around the corner on Beaver Street. Vanick is a thoughtful and considerate host. I enjoyed my stay."
"25",4157431,976946357328077440,"2023-09-09",447273680,"Lorien","Mein knapp 6-wöchiger Aufenthalt bei Sultan und Julia war sehr positiv.<br/>Die Gastgeber waren äußerst zuvorkommend und immer erreichbar um Fragen zu beantworten oder Probleme zu lösen. Die Unterkunft bot alles was ich für meinen längeren Aufenthalt benötigte. Das bequeme Bett sorgte für erholsamen Schlaf. Die Wohnung hat einen charmanten, leicht altmodischen Charakter. Die Unterkunft ist sehr hellhörig, daher sollten lärmempfindliche Gäste dies berücksichtigen. Die Lage ist praktisch mit zahlreichen Restaurants, Geschäften, Wäschereien und guter Anbindung an  Verkehrsmittel. Tolle sights. wie der Pier & die berühmte Lombard Street sind schnell erreichbar. In der Nachbarschaft fühlt man sich sehr sicher. <br/>Zusammenfassend war mein Aufenthalt bei Sultan und Julia äußerst angenehm. Ihre Gastfreundschaft, die komfortable Unterkunft und die günstige Lage machten diesen Airbnb-Aufenthalt großartig. Ich empfehle die Unterkunft wärmstens und würde gerne wiederkommen, wenn ich in der Gegend bin."
"26",8082364,966843681881511680,"2023-08-26",432881282,"Edwin","great accommodating hosts!"
"27",6163821,955219769871580032,"2023-08-10",157503863,"Lauren","Wonderful stay in a beautiful city! Emily is super friendly and responsive.  We will be back!"
"28",31124810,992118799743205120,"2023-09-30",530127998,"Selcan","It was really nice stay and the room was really clean! There is a transportation takes you to the downtown. She was really responsive and helpful! Thanks for everything!"
"29",561602,820467871594999296,"2023-02-05",203006206,"Terens","Matthew was indeed a qualified superhost. Everything was ready and i needed few further questions. His love for the neighborhood was deeply felt. The night view from the room was terrific. I myself had to visit various places across the bay area and it turned out to be his place is really well communicated. I was expecting more lyfts but i could use buses and metros (and caltrain) for most of my time. But be sure to look up a bit of details of the mission district though. In San Francisco where hotel stays are either two or five starred, airbnb is definitely a good choice"
"30",9196933,987791191163146496,"2023-09-24",24041776,"Aimée","We loved our stay at Deb & Jim’s! Their apartment was spotless, their guidebook was super helpful (including emergency contacts), and check in was a breeze. Super warm & friendly folks, tho we had a booked schedule so did not get to interact with them much. The cul-de-sac felt super private despite being in a prime location. Extremely walkable. Would definitely stay here again."
"31",45003134,912390859375069184,"2023-06-12",55994473,"Louisa","Paula was a great host during my one month stay. I was apartment hunting in SF, and the rate was reasonable for this cozy space! The dwelling was immaculate and Paula was always very responsive and hospitable. The check in was straightforward and instructions were clear. Ample parking was a plus and the location was only 2 blocks from the muni if you wanted to go downtown.<br/>Would definitely recommend staying at this spot if you want to be near Ocean Beach and/or if you want a peaceful location to rest at after your urban explorations."
"32",48299614,916041597891030016,"2023-06-17",38688176,"Boris","logement agréable situé à proximité des métro et bus, quartier tranquille, et une hôte très arrangeante, merci pour ce séjour"
"33",30351194,837836633549457152,"2023-03-01",348258555,"Kayleigh","Very nice room. Would stay again."
"34",12089785,1010288372431948032,"2023-10-25",33695219,"Linda","Robert’s place was a perfect place to celebrate with my friend who assisted me through my successful radiation treatments.  We loved the location and hospitality."
"35",2518781,977610543935105280,"2023-09-10",132996407,"Anne","Scott’s Airbnb is even nicer than the online photos. The kitchen is a full service kitchen with an induction cooktop and Wolf toaster oven in addition to the microwave, full refrigerator, etc.  The furnishings are charming, reflecting a life of travel and appreciation of art while the view of the private pocket garden makes the space! Most importantly, Christopher “Scott”  is friendly, helpful and readily available. We will return.<br/>An appreciative guest."
"36",561489475078914240,922557868618262400,"2023-06-26",25479687,"Megan","Good value. Great parking. Exactly what you would expect from the pictures. The parking is a public parking lot under the motel."
"37",23121061,886353872868440064,"2023-05-07",6625732,"Murtaza","Great room in a great neighborhood. Spacious room, with lots of closet space. Very convenient to get around, everything you need is close by."
"38",28935882,881281053649484160,"2023-04-30",450030156,"Jessie","A very kind couple, everything was so clean and the check in was very easy. I felt comfortable in my stay as well as safe."
"39",662411697486571904,829813931384619520,"2023-02-18",236831646,"David","Peaceful little studio, great for couples! Area is very tranquil, easy instructions & quick/effective communication!"
"40",776513142401866880,797272685039472000,"2023-01-04",343884276,"Andrea","Excelente ubicación, a pocos minutos del Museo de Artes y Golden Gate bridge"
"41",690737233773649920,826950480807278208,"2023-02-14",484545358,"Chelsea","honestly have spent a lot of time at this bnb unit. it has gone slightly downhill with small noticeable differences such as no more bottled water to larger and more important issues. Daniel is a responsive host and does put forth effort to please his guests and that's appreciated"
"42",786420960296544128,800819126624756608,"2023-01-09",3661196,"Jeanne","Steve was a thoughtful host. He checked in to make sure we were travelling safely in the rain and made the driveway parking spot available when we arrived. We appreciated the coffee, the washer/dryer on sight, and the noon checkout time so we could have a liesurely breakfast and catch up with laundry after a week on the road.  The place was well appointed and spacious with fast wifi! We also loved how close the place was to CSU and the freeway while still having a sweet neighborhood vibe. We look forward to staying again the next time we visit our nephew!"
"43",14763705,953737627937302400,"2023-08-08",447096973,"Bénédicte","Le logement correspond à nos attentes.<br/>Nous avons voyagé en famille de 5 personnes.<br/>Le logement est tout a fait adapté.<br/>De nombreuses attentions proposées par Joe sont très appreciables. ( linge de toilette en quantité suffisante, café offert, pharmacie premier secours....)<br/>Facilité de stationnement, du au service rendu par Joe. <br/>Accueil cordial, efficace et discret.<br/>Nous recommendons ce logement pour un sejour d'une semaine ou plus sur San Francisco."
"44",659434594145060992,874743868634525184,"2023-04-21",301122512,"Bruno","The place is amazing great location and near quality parking! <br/>The apartament was so good, we wished we had more time to stay!"
"45",878858844598889216,993549300437788416,"2023-10-02",30873311,"Dave","Darcy, Nick and Yogi (the dog) are FANTASTIC hosts. So nice. So welcoming. Please note that this is more of homestay/real B&B.  You will interact with Darcy (and Nick and Yogi), as they live there, too. She makes an amazing breakfast for you each day. And she bakes some of best sourdough bread you can find in SF!  The rooftop patio with hot tub is such a great refuge, too.  If you're looking for 100% privacy, no interaction with the host or a place to party, this is NOT for you. But if you are looking for a beautiful, quiet, well-located B&B with an attentive, sweet and welcoming host family, we can't say enough good things about this place! :-)"
"46",15383658,839238677651219200,"2023-03-03",121829924,"Sarah","I had a wunderfull stay at Robs. The room was very nice and clean and within walking distance to all the city's attractions. Rob was very welcoming and helpful 😊"
"47",45423640,870378595828184064,"2023-04-15",189360429,"Tom","Peg and Rob's place was great! Perfect location to multiple parks and easy access to local neighborhood restaurants. The private apartment is the perfect place to set up as a home base before heading out into the city. Everything was as described, bed was comfortable, everything was clean and in great shape when I arrived. The hosts are very friendly, and went above and beyond to help me when needed. Could not recommend this stay enough!"
"48",589763624427011072,982048101218066432,"2023-09-16",53220940,"Shrikrishna","Firstly, this is not a commercial AirBnB. It is a home that has been lived in. Exactly the way we love it. It has a warm and cosy vibe that only lived-in homes provide. The owner's love for gardening is evident in the beautiful plants inside the house as well as in the backyard. The house is located in a very quiet, safe and pretty neighborhood. Maggie was super responsive to our queries.<br/>Would definitely recommend this place to anyone visiting SF."
"49",3720392,841476152188023808,"2023-03-06",116060736,"Aleksii","Kelly! Your place is fantastic! Thank you for having me ;)"
"50",3720392,857409523681976320,"2023-03-28",142029089,"Leon","Awesome location -  nice and quiet home base with amazing restaurants nearby after a day of exploring San Francisco. Exactly as described."
"51",41545815,799341551325367296,"2023-01-07",261118189,"Philip","The facilities are kept very clean and well managed and it is easy to check in.   It is also quite quiet except for the street side rooms (301 and 302).   The water temperature of the shower is hard to control though.  Convenient location but Mission district is kind of dirty."
"52",52924955,970411736330914432,"2023-08-31",85325594,"Ivy","Ze Sheng’s place was clean and mostly quiet. It’s located near the Golden Gate Park, so there’s plenty to explore nearby. The only drawback was that the WiFi was spotty."
"53",49634141,865291886818254720,"2023-04-08",399403687,"Tyler","Wry romantic setting"
"54",47394310,892126065069846272,"2023-05-15",358162885,"Jelissa","Cozy space with the essentials. Perfect for a solo traveler. Great location walkable to many hip places and east accessible to public transportation. Wound definitely recommend!"
"55",50010586,993631324138742400,"2023-10-02",149938170,"Terri","The apartment was great for our family.  We hope to return."
"56",33311466,902287430176348032,"2023-05-29",515130529,"Juliane Mae","A great place to stay. If you need room to sleep that's near the ocean, a park, and is in a quieter neighborhood this one is it. The host communicated quickly and was always helpful. The room was small but it was perfect for my solo trip. I only needed a place to sleep since I was out and about in the city."
"57",941213534510823936,991410339029988864,"2023-09-29",31606452,"Arthur","Lovely and comfortable place. The view is very pretty, could spend forever sitting on the deck! The place itself was very clean, even had an amazing kitchen, bath, and some lovely touches. Check in was convenient with just a code. Bernal heights was a nice quiet place to be.<br/>Would definitely stay here again!"
"58",9242011,1022658834679854208,"2023-11-11",71190029,"Amogha","Amazing place, great location, and very clean. Definitely recommend staying there!"
"59",35312287,961048468211019520,"2023-08-18",67225781,"Scott","Really enjoyed our stay in Paul's home. We were a group of four that needed three bedrooms and it worked very well. It was perfect for our needs; comfortable (including the beds!) and well equipped. <br/>We really appreciated that there were enough coffee pods for a couple of coffee drinkers for our entire 5 day stay!<br/>There were a couple of minor communication issues with the host, but those aside, you won't go wrong booking this space for your next SF adventure!"
"60",13585679,900073044465781120,"2023-05-26",14244971,"Giulia","Cynthia's place was what we were looking for: conveniently located, comfortable, and clean. Cynthia went above and beyond to accommodate our requests, as we were having multiple family members visiting on different days. I'd recommend this place to everyone wanting to explore San Francisco."
"61",817017027613797760,889227311258679680,"2023-05-11",120645992,"Jacob","John was a great host. Very friendly. The home was exactly as described and simple to get inside. Very clean home. I would come back."
"62",765484874008423808,879787397215682816,"2023-04-28",159149742,"Autumn","Checked in SUPER late, amd was met at the door at 2am! Husbands birthday night went a little later than expected, asok was SUPER NICE and happy to meet us"
"63",36021015,884852861349944960,"2023-05-05",471685560,"Bailey","Super nice place with a cool vibe. Lots of privacy despite sharing the space with other people. John was super quick to respond to our questions! Great location outside of the city, but close enough to travel into the city to explore."
"64",52095303,992937971674579840,"2023-10-01",536494288,"Nancy","There is a microwave but no stove or oven. Walls are thin but host extremely responsive and gave us a custard pie to welcome us. Place was spotless and excellent internet connection. We felt very confortable and welcomed."
"65",42414518,961680676283909120,"2023-08-19",192672657,"Lori","Wonderful place - clean and comfortable.  Location was great, short walk to Stonestown and bus, streetcar lines.  The hosts were responsive and provided clear guidance for the stay.  Thank you!"
"66",613738687146543104,953014451794218496,"2023-08-07",4963746,"Bruno","Un logement très bien placé à San Francisco, dans un quartier calme et facile accessible. Nous avons pu facilement garer notre voiture. L'appartement est très moderne, clair et très propre, avec tout ce dont on a besoin. <br/>Jim et Antonio sont de parfait hôtes, très impliqués et réactifs."
"67",12037978,963123289329473408,"2023-08-21",82906640,"Elizabeth","This is an amazing find! We liked being a bit out of the city and up high w an incredible view. It was nice to relax any time of day on the deck or in the living room w the view and reflect on our adventures. There are lots of steep hills and steps! Within a ten-minute walk there are really good local restaurants (BBQ, dumplings, and bistro were our faves). One caveat—some of the interior rooflines and entryways are ok if you’re under 5’8”otherwise be prepared to duck. But don’t let that stop you, this place is worth it all around to stay in a charming, old, and lovingly maintained home with 5-star views!"
"68",6423158,906650263509270016,"2023-06-04",395633172,"Stacey","Third time staying at Alice’s and so grateful that we have this go-to AirBnb spot in SF!  Everything was just like it was a couple months back when we were last here. My little ones slept in so late in the morning because it is in a really nice and quiet neighborhood and the bed was very cozy."
"69",7930461,906621829478712320,"2023-06-04",2968239,"Amanda","An excellent stay, I cannot recommend Justine’s Airbnb enough! Beautiful spot in a great neighbourhood close to Twin Peaks. The Airbnb is just around the corner from the subway/bus but without all the noise. There are so many great cafes, bookstores and restaurants within walking distance. We recommend the Thai restaurant across the street from Justine’s. The space itself fit our needs perfectly; we enjoyed quiet sleeps and the option to make our own coffee in the mornings. Great host, good location and a cozy space. Highly recommend!"
"70",19332338,1011778669375787520,"2023-10-27",374715987,"Bryce","awesome host.  very flexible and responsive.  will come again"
"71",777550622581531904,810940181224171520,"2023-01-23",60958196,"Jamie","This Airbnb is located in the heart of Pacific Heights.  You can walk to almost anything you need or want, shopping, restaurants etc.  The unit was very clean, the bed was comfortable and the host was very thoughtful with all the amenities.  The host was very responsive to any questions or requests.  Most importantly, I felt safe as I was a female traveling solo.  This was a great find and convenient location in the heart of San Francisco."
"72",825620580149284352,958054425103790336,"2023-08-14",6446113,"Allison","This place was lovely, very well designed and arranged for the space! We live in the neighborhood and had family staying with us so it was basically just a crash pad for us at night but it was a great little getaway! The view from the balcony was gorgeous!"
"73",6238514,921804513500935936,"2023-06-25",169598087,"Reon","First of all, love the host, Michael!! We had to check in a bit earlier, but he let us… inside the house is amazingly decorated and he gave a really good tour of the place before we stayed. <br/>Would love to stay longer if the place was available! There are nice cafes and parks nearby, good access to SF downtown — recommenced for both young and business folks in town for a couple of days."
"74",782276819942289920,923985126856750208,"2023-06-28",61575417,"Matt","Great penthouse location; awesome neighborhood.  Very close to everything fun!  Perfect layout for 2 couples."
"75",14553693,837751248587463424,"2023-03-01",475006104,"Jean-Baptiste","Rosa et Syd sont très sympathiques et l emplacement est parfait , à proximité de nombreux sites, bars et restaurants.  Nous avons passé un très non séjour."
"76",36532979,799445643487520128,"2023-01-07",34128365,"Cathy","The parking was excellent on the street which we realized is a treat because everywhere else we went, parking was a challenge to find. The kitchen has a microwave, toaster oven and fridge which we found worked well. The kitchen was well stocked with basic essentials. It was a comfortable stay."
"77",53117893,860999283078272128,"2023-04-02",438131676,"David","A very nice place. I would definitely recommend it. I would be there again."
"78",33311466,913847593343904000,"2023-06-14",123979882,"Eric","Tight space but immaculate and the location is phenomenal -- walk outside and there's the beach and Golden Gate Park calling you! <br/> - Good sized kitchenette (shared) <br/> - Andytown coffee is 2 blocks away<br/> - Easy access to all points from Fulton St, just 100 ft away (did not measure, but you get the point)"
"79",8848449,892108937416821760,"2023-05-15",76766811,"Nick","The guest suite was great! It was very clean, and not too far from transit. Very close to the Mission area. The house itself is in a somewhat secluded area, so it was very quiet. Would definitely recommend for anyone visiting SF."
"80",1606292,999369864000446720,"2023-10-10",34838524,"Neda","I very much enjoyed my 1-month stay here! The unit is in a very safe building with a wonderful building manager (Thomas) who lives on site and very responsive when necessary. My particular unit was cozy, safe, and had lots of beautiful windows that let the light in. The kitchen had all the proper cooking utensils to make the stay comfortable. Michael is a great host, very responsive, and really wants to make sure you have a nice and comfortable stay. The location cannot be beat. Hayes Valley has a lot of great restaurants, bars, and happy energy. Everything you need is right around the corner. I will definitely stay here again next time I’m in San Francisco!"
"81",34932707,972576778332534784,"2023-09-03",6005593,"Sue And Gideon","Loved our stay!  Even the parking was easy."
"82",803550238522672512,890748835607395072,"2023-05-13",143726429,"Susan","We stayed at Ubaldo's place from May 7-13 with our son, DIL and 18 mo grandson.<br/>The communication and arrival process was very easy.  Ubaldo and Krista were very accommodating in providing access a little early with our flights arriving at different times.  He also brought all of our son's bags upstairs, after storing them in the garage while the cleaners were finishing up. Communication throughout was very easy by text for any questions.  When we checked in the place was sparkling, top to bottom. Fully stocked with absolutely everything. <br/>The unit is beautiful and very spacious. Location is excellent, easy to access attractions by buss, uber or walking.  Lots of restaurants close by.  Quiet in the evenings. Ubaldo and Krista were very friendly& responsive, providing suggestions for nearby parks for our grandson, restaurants, & other attractions.  They replaced a malfunctioning coffee maker immediately and leant us their parking space for our rental car. They went above and beyond."
"83",37538105,1004430929725211520,"2023-10-17",272554654,"Maddy","Great place to stay! Eric was very responsive and made sure we were comfortable our entire stay. We were in town for my 30th birthday and they were so kind to leave us a bottle of wine to celebrate! <br/>Highly recommend this place for the location and comfort. Bed was very comfortable and having parking was great! <br/>Thank you both again for having us!"
"84",9650878,832716921804070912,"2023-02-22",7250844,"Claudia","This is my third time staying at Franc’s place. My stays have always been comfortable and the room spotless. Franc’s assistant Carl is always very helpful, friendly, and responds promptly to messages."
"85",649876562955450880,995091066391491968,"2023-10-04",6925102,"Marcel","This apartment is really great, location wise its perfect.<br/>the communication with owner/keeper was a bit slow and took a while before you receive an answer. But in the end the apt and the locations made up for that."
"86",7785897,847199675992940928,"2023-03-14",144417168,"Rounak","Place was as described. Karla was prompt on responding to our queries. Tram stop just 3 mins walk from the property. All in all well and truly recommend it."
"87",11659435,800885749401831808,"2023-01-09",136932206,"Ken","We had a great stay, and would stay there again. Great location for our purposes!"
"88",624636058489328512,846485873219288320,"2023-03-13",18867016,"Sandy","I had a wonderful  and very comfortable stay at Nic's place for 1 month. Twin peaks is such a gorgeous area and perfectly centrally located in SF. It was easy to get to Noe Valley, West Portal, Stonestown, you name it! All the amenities listed (and then some!) were provided, with a great kitchen space, comfortable bed, and private entrance. Highly recommend for a short or long term stay!"
"89",850930877112460928,957426417099699072,"2023-08-13",224442892,"Erwin","Thank you so much to our Host for making our stay comfortable. Ross was very responsive and quick to help out when asked. The place was cozy and inviting, extremely clean and spacious. Would 100% book with Ross again!"
"90",52341302,850142829261214720,"2023-03-18",420494573,"Emaan","Ken was a wonderful and accommodating host. His house was easy to get to and so clean and wonderful. He offered helpful suggestions for things to do as it was my first time in SF. Super clean, amazing kitchen, amazing room. Just overall 10/10"
"91",5547500,879114477155597440,"2023-04-27",1586766,"Sara","We LOVED our stay in Jason and Ryan’s home. Their hospitality was above and beyond, I’ve never had a host like them. And the room and bed were very comfy, sheets so soft. Heated toilet seat was a bonus. When we arrived, we shared a bottle of wine with them and chatted on their patio overlooking a magnificent view of the city. Truly breathtaking. We walked to the mission a couple of times and hiked up to Twin Peaks as well. Such a great location. One thing to note: you need to climb a significant brick stairwell to get up to their front door. If you’re carrying a super heavy suitcase, you may want a second hand going up and down. We had 2 smaller suitcases and wore sneakers, so we were fine with it. Would love to come stay again! Thanks Jason and Ryan!"
"92",704269244182660608,889912425929070080,"2023-05-12",3404018,"Sheen","Perfect location and well maintained - a classic, beautiful SF house."
"93",585326,966096579414310528,"2023-08-25",210546964,"Karen","We loved your place! Everything was so clean and comfortable!! Great location!! Thanks!!"
"94",14255278,948005711282972800,"2023-07-31",229785723,"Steven","We loved this charming, cozy, and quiet place very much, conveniently located around many good restaurants . Jack, the host, was very welcoming and provided timely assistance, his guidance’s pdf file was very helpful with many great advice for surroundings, Our kids also had a blast with the abundance of books they loved! We hope to stay here again next time we visit San Francisco!"
"95",29924753,979799223789966080,"2023-09-13",20895942,"Sarbajit","Yara was an awesome host. She was accommodating, and  gave us clear instructions. The space was spotless and clean. We really enjoyed our stay there"
"96",16173016,808814626942995200,"2023-01-20",574785,"Adora","Elizabeth’s place was fantastic. It was quiet, peaceful and located near all the amenities you need. We had absolutely no issues; would for sure stay again."
"97",790552391998031616,960294851955819520,"2023-08-17",441360382,"Eoin","Affordable, clean and comfortable stay, pedro couldn’t have done more to help out"
"98",53894662,931318736635388416,"2023-07-08",309830313,"Yvette","Excellent  experience. Xenia provides a very peaceful and relaxing atmosphere.  The place is tucked away on a very nice street with lined up magnolia trees.  Its a very homie comfortable adult atmosphere.  if you want to get away for quiet relaxation - this is the place.   The bedroom is fashioned with very detailed antiques and decos with premium beddings and linens.  Stunning comforts - thick blankets, cozy pillows  and premium mattress. <br/>The Kitchen was big and had fresh coffee beans, a French press and light healthy choice of a quick bite with your coffee. oversized fridge - full stock of premium kitchen appliances. The bathroom was a sense of ""home"" plenty of oversized shampoo & soap n towels .   A nice roomy sitting room with a table and view.<br/>An outdoor patio garden  with beautiful plants and comfy outdoor pushing furniture with pillows   and heater.  A laundry room  with provided detergent.<br/>a very charming, modern, beautifully  decorated place with the feel ""home""."
"99",35494221,1013876225053875968,"2023-10-30",74851689,"Benoit","Bon rapport qualité prix"
"100",53921228,847181421312921472,"2023-03-14",116877125,"Jamie & Lisa","We really enjoyed our stay at Xenia’s place. Even though we only had a room with shared bathroom, it still felt very quiet and private. Xenia was friendly and helpful with recommendations. Would definitely recommend!"
"101",655162292495026816,847950491031855616,"2023-03-15",303845925,"Chris","Tatiana’s place was very cozy and had a stunning view of the city! It is located in a beautiful and scenic neighborhood.  Tatiana was very helpful and responded very promptly during all hours of the day/night. I highly recommend this place and would stay here again!"
"102",835644139077998208,915385534011665408,"2023-06-16",1525006,"Balaji","Outstanding unit with the perfect set up - full kitchen, living room with TV and separate bedroom. Really enjoyed discovering this beautiful neighborhood, and it was easy to get in and out. Really thoughtful of the host to give a clipper card which I used a lot to get around!"
"103",50444103,966834930484512000,"2023-08-26",73866665,"Ashley","Overall my stay here was absolutely amazing! Loved the studio and how comfortable it felt. I would definitely come back lol"
"104",2592518,897932300953152128,"2023-05-23",445815736,"Adam","Place was nice and clean. Daniel was very responsive"
"105",41630017,859497725873364224,"2023-03-31",78403219,"London","great stay. thank you."
"106",22512581,979154241805308416,"2023-09-12",88224830,"Alex","Kim and Jim are truly wonderful people and hosts. They were so accommodating my entire trip and incredibly helpful. Their kitties are also so sweet, which was an added bonus 🐱 The stay itself was very comfortable and the area is so well suited for public transport and strolling around. Next time I'm in SF, I will definitely be looking to stay with them again."
"107",43605780,894327426609720320,"2023-05-18",512237228,"Terrell","Overall great place, the experience was wonderful. Me and my friends really liked it!"
"108",14763705,819723118103055616,"2023-02-04",496314305,"Berenice","Place was just a described and quiet.  Parking was difficult but as expected in San Francisco. Definitely recommend and will be coming back.<br/>:)"
"109",54128543,1018262554655576832,"2023-11-05",5503223,"Franziska","Really nice, very clean and well equipped studio in a charming, safe and well connected neighbourhood. The hosts were highly responsive, very helpful and discreet. We would not hesitate to rent the studio again any time soon!<br/>Thank you for your hospitality, Michael and Mark!"
"110",258873,901542138143350016,"2023-05-28",472573471,"Petra","Tot mijn verrassing trof ik niet Debbie zelf maar haar blinde neef in het appartement."
"111",31339864,1016017698655926400,"2023-11-02",177371898,"Nandana","This was my first time staying in SF. This place was in an excellent location with so much to explore by walking. My room was clean and comfortable. It had lots of natural light and it was easy to work from since it also included a standing desk. I loved my stay!"
"112",51821756,921904683500661632,"2023-06-25",19870592,"Caryn","It is very hard to find accommodations near our family in Noe Valley. We were fortunate to find Sean’s place. It was comfortable and very clean. There were thoughtful touches, items left for guests that made the stay very pleasant—nice bath soap/shampoo., for example. Sean was very responsive and we had a great stay."
"113",51473651,924715999137877120,"2023-06-29",67753820,"Michael","Such a cute little room in a great neighborhood! The house itself is spotless, and the accommodations couldn’t be better: Check-in is a breeze, it’s a two-block walk to the beach, and the mattress is super comfy; as long as you’re fine with a shared bathroom, this is a prime location. Grab it if you can!"
"114",8155586,981963264235242880,"2023-09-16",459731815,"Jeff","Safe place in a residential neighborhood. A good base in the south to enter the city."
"115",41962430,937858601746588800,"2023-07-17",492713351,"Ugurcan","Great place"
"116",852551915070719744,1006655209634909440,"2023-10-20",17300779,"Carter","Great place, great neighborhood, great hosts"
"117",883503965001491072,942124366665382144,"2023-07-23",19956424,"Tiernan","We had a great stay here. The room was just as described, and the private entrance was easy and convenient."
"118",662395884586247936,913128648612054016,"2023-06-13",123818020,"Fredy","Buena ubicación pero falta limpieza y mantenimiento en la casa"
